Gene,Log2FC,PVal
GAREM1,-1.9981237178061813,0.001238598080248
ANKRD29,-5.104351487278813,0.0419983229492676
GATA6,-6.35130221195478,2.686840617659185e-05
GREB1L,-2.471712628184185,8.068543491792733e-05
ZNF519,-1.5769761753898142,0.0215390805390833
GACAT2,-3.324880164859613,0.0271529739305653
DLGAP1-AS2,-2.642324531120724,0.0109197947409559
METRNL,-4.155444836245604,3.823436554833429e-06
FN3K,-1.9869171189850745,0.0013425559299189
SECTM1,-2.8948404498651863,3.7960633780598636e-07
SLC26A11,-2.112798422439984,8.844567370451352e-05
SGSH,-1.8979371607875808,6.695914119593873e-07
CARD14,-3.4081212686907234,5.939989909772556e-07
GAA,-2.099008705091196,1.7570193580221585e-05
CEP295NL,-5.006470722577496,0.0019773457521876
TIMP2,-4.345935560222756,5.41412481216141e-10
SOCS3,-2.492200938205872,2.645233500864581e-14
TMC8,-5.743983615420887,0.0179323745447555
TMC6,-1.591486521907914,2.966628967004591e-07
MGAT5B,-1.6840264352420853,0.0054460209147254
UBALD2,-1.6522241411511822,0.0058632105652028
UNC13D,-3.7925429422599697,1.3149977199247082e-09
MYO15B,-1.747775074882507,0.0165068630036135
MIF4GD,-1.933003024973834,0.0012500882859676
HID1,-4.313111302848394,2.244323402250129e-05
LINC00511,-6.754692149229784,0.0005163828379573
ABCA10,-4.528270413576731,0.0023465292683312
FAM20A,-2.4064799874937526,0.0005770537059369
RGS9,-5.657448439253324,0.0289579374435966
TBX2,-7.233520530917723,0.002610076940672
CHAD,-3.0928050935435896,0.0415611782309324
B4GALNT2,-5.811843127870368,8.034512236860001e-05
IGF2BP1,-7.349499478557725,0.0021376122261566
HOXB9,-7.315393924156418,0.0022782534316957
HOXB8,-5.075738090808368,0.0415155434293653
HOXB7,-5.558334445999906,0.0206638706593147
HOXB6,-6.456835316883873,0.0073288075498858
HOXB5,-4.859133952114171,0.0439852376254953
HOXB3,-6.921546472525889,0.0037578343943532
HOXB2,-6.786892477237381,0.0048040237743167
COPZ2,-2.488520185632149,0.0052168210903361
WNT3,-1.879686042753525,0.0358078315094368
LRRC37A4P,-3.4947799926472523,3.617338095478851e-06
FMNL1,-2.8849767015593604,7.615535862987385e-07
ACBD4,-2.484862567028314,0.0002419486990372
ADAM11,-3.3935259301104863,0.0244214819272034
MEIOC,-4.893860445667367,0.0434070149016918
LINC00910,-3.863780830785188,0.0042847473318848
NBR2,-2.067374638431138,0.000307700904983
AOC2,-2.4333669104263715,0.0101325041556901
WNK4,-2.399062916758946,8.761788300456856e-06
HSD17B1,-2.664248432460327,0.0204847128476117
STAT5A,-2.811227794693109,4.801224224269532e-07
GSDMB,-3.268775100823848,1.1763865812126266e-07
GRB7,-1.98655990064762,3.195321849666565e-07
FBXL20,-1.5637739766529788,7.968533972802728e-05
LHX1,-6.468608316223788,0.0097232079570613
LHX1-DT,-5.547367071625522,0.0240659485708047
RFFL,-1.8277937338960748,0.0003057065075506
LRRC37B,-1.6411621150167506,0.0007143472867155
OMG,-2.644929370926632,0.0093259207037958
SH3GL1P2,-2.154553164744678,0.0194825333574119
CORO6,-2.454321668792465,2.814306891726375e-09
PROCA1,-1.656888341461557,0.0106873568447568
NATD1,-2.8898317963438247,1.076673857468401e-05
USP32P3,-3.0835975109328366,6.316797992357384e-07
CCDC144CP,-4.015179553518643,4.8221176434487835e-08
RNF112,-5.171929223207739,0.0315633762803053
SNORD3B-1,-5.373542484812135,0.0058303438305989
CCDC144B,-1.8864916235568956,0.0001907179408076
USP32P2,-4.378644580627617,0.0283707524570934
RASD1,-6.2317693247149615,0.0115017631374121
NT5M,-5.155855570439009,0.0322702192672038
CENPV,-2.332487365399109,1.7932511932273488e-10
