Gene,Log2FC,PVal
REXO5,-1.828584613662264,0.0007113819083989
GPRC5B,-8.229545075149934,0.000596490819369
TMC5,-5.478139516031656,1.767197025914814e-06
SYT17,-5.270635875476954,0.0346750861072003
TMC7,-2.3386153416758013,3.885670297961492e-05
MPV17L,-2.0070539457896723,0.0212152662624079
SHISA9,-3.285967921226115,0.00426173136114
RMI2,-1.6391357074524644,0.0272383728270813
SOCS1,-2.356231606274547,0.0032166972246993
PAM16,-2.747092289885733,0.0342324971248502
LINC01569,-3.1973529530953506,0.0037183848471171
ZNF597,-1.6311973409494391,0.0117537827095481
LINC00921,-4.857219633257355,0.0496276510862277
ZNF200,-1.5160683438045863,0.0099092545880711
ZNF213-AS1,-2.854342168504929,0.0132512866699593
PRSS22,-4.556285743680212,2.233882099477203e-12
ZG16B,-4.5081097812003055,0.0027357763734753
PRSS21,-5.172174005791955,6.831862577676016e-12
PDPK2P,-3.6702561349458938,0.0206489277883289
DNASE1L2,-3.346761847706235,0.0064351217908691
BRICD5,-3.044644840289331,0.0118563822055783
CASKIN1,-2.089016788833837,0.0168247016206141
SLC9A3R2,-1.6842836517426294,0.0014645223237191
